[8/5/2019 21:46:15] /t
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:54] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:55] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:56] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:57] /a 7
[8/5/2019 23:34:58] /a 7
[8/5/2019 23:34:58] /a 7
[8/5/2019 23:34:58] /a 7
[8/5/2019 23:34:58] /a 7
[8/5/2019 23:34:58] /a 7
[8/5/2019 23:34:58] /a 7
[8/5/2019 23:34:58] /a 7
[8/5/2019 23:34:58] /a 7
[8/5/2019 23:34:58] /a 7
[8/5/2019 23:35:0] /a 7
[8/5/2019 23:35:1] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:2] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:3] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:4] /a 7
[8/5/2019 23:35:5] /a 7
[8/5/2019 23:35:5] /a 7
[8/5/2019 23:35:5] /a 7
[8/5/2019 23:35:5] /a 7
[8/5/2019 23:35:5] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:6] /a 7
[8/5/2019 23:35:7] /a 7
[8/5/2019 23:35:7] /a 7
[8/5/2019 23:35:7] /a 7
[8/5/2019 23:35:8] /a 7
[8/5/2019 23:35:10] /a 7
[8/5/2019 23:35:16] /a 7
[8/5/2019 23:35:17] /a 7
[8/5/2019 23:35:17] /a 7
[8/5/2019 23:35:19] /a 7
[8/5/2019 23:35:19] /a 7
[8/5/2019 23:35:19] /a 7
[8/5/2019 23:35:20] /a 7
[8/5/2019 23:35:23] /a 7
[8/5/2019 23:35:23] /a 7
[8/5/2019 23:35:24] /a 7
[8/5/2019 23:35:25] /a 7
[8/5/2019 23:35:26] /a 7
[8/5/2019 23:35:26] /a 7
[8/5/2019 23:35:26] /a 7
[8/5/2019 23:35:26] /a 7
[8/5/2019 23:35:26] /a 7
[8/5/2019 23:35:26] /a 7
[8/5/2019 23:35:27] /a 7
[8/5/2019 23:35:27] /a 7
[8/5/2019 23:35:27] /a 7
[8/5/2019 23:35:27] /a 7
[8/5/2019 23:35:27] /a 7
[8/5/2019 23:35:27] /a 7
[8/5/2019 23:35:27] /a 7
[8/5/2019 23:35:27] /a 7
[8/5/2019 23:35:27] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:28] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:29] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:30] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:31] /a 7
[8/5/2019 23:35:32] /a 7
[8/5/2019 23:35:33] /a 7
[8/5/2019 23:35:34] /a 7
[8/5/2019 23:35:34] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:35] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:36] /a 7
[8/5/2019 23:35:37] /a 7
[8/5/2019 23:35:37] /a 7
[8/5/2019 23:35:37] /a 7
[8/5/2019 23:35:37] /a 7
[8/5/2019 23:35:37] /a 7
[8/5/2019 23:35:37] /a 7
[8/5/2019 23:35:37] /a 7
[8/5/2019 23:35:43] /goto kondek
[8/5/2019 23:35:50] /goto kondek
[8/5/2019 23:36:57] /a 7
[8/5/2019 23:36:58] /a 7
[8/5/2019 23:36:58] /a 7
[8/5/2019 23:36:58] /a 7
[8/5/2019 23:36:59] /a 7
[8/5/2019 23:37:0] /a 7
[8/5/2019 23:37:0] /a 7
[8/5/2019 23:37:1] /a 7
[8/5/2019 23:37:2] /a 7
[8/5/2019 23:37:5] /a 7
[8/5/2019 23:37:15] /pos
[8/5/2019 23:40:39] /a 7
[8/5/2019 23:40:40] /a 7
[8/5/2019 23:40:40] /a 7
[8/5/2019 23:40:40] /a 7
[8/5/2019 23:40:40] /a 7
[8/5/2019 23:40:43] /a 7
[8/5/2019 23:40:44] /a 7
[8/5/2019 23:40:44] /a 7
[8/5/2019 23:40:45] /a 7
[8/5/2019 23:40:45] /a 7
[8/5/2019 23:40:46] /a 7
[8/5/2019 23:40:46] /a 7
[8/5/2019 23:40:49] /a 7
[8/5/2019 23:40:49] /a 7
[8/5/2019 23:40:54] /a 7
[8/5/2019 23:40:54] /a 7
[8/5/2019 23:40:54] /a 7
[8/5/2019 23:41:5] /a 7
[8/5/2019 23:41:6] /a 7
[8/5/2019 23:41:11] /a 7
[8/5/2019 23:41:11] /a 7
[8/5/2019 23:41:11] /a 7
[8/5/2019 23:41:12] /a 7
[8/5/2019 23:41:12] /a 7
[8/5/2019 23:41:13] /a 7
[8/5/2019 23:41:13] /a 7
[8/5/2019 23:41:14] /a 7
[8/5/2019 23:41:15] /a 7
[8/5/2019 23:41:16] /a 7
[8/5/2019 23:41:20] /a 7
[8/5/2019 23:41:21] /a 7
[8/5/2019 23:41:21] /a 7
[8/5/2019 23:41:22] /a 7
[8/5/2019 23:41:25] /a 7
[8/5/2019 23:41:26] /a 7
[8/5/2019 23:41:26] /a 7
[8/5/2019 23:41:27] /a 7
[8/5/2019 23:41:27] /a 7
[8/5/2019 23:41:27] /a 7
[8/5/2019 23:41:28] /a 7
[8/5/2019 23:41:28] /a 7
[8/5/2019 23:41:28] /a 7
[8/5/2019 23:41:31] /a 7
[8/5/2019 23:41:31] /a 7
[8/5/2019 23:41:31] /a 7
[8/5/2019 23:41:32] /a 7
[8/5/2019 23:41:33] /a 7
[8/5/2019 23:41:34] /a 7
[8/5/2019 23:41:35] /a 7
[8/5/2019 23:41:35] /a 7
[8/5/2019 23:41:35] /a 7
[8/5/2019 23:41:36] /a 7
[8/5/2019 23:41:36] /a 7
[8/5/2019 23:41:37] /a 7
[8/5/2019 23:41:43] /a 7
[8/5/2019 23:41:44] /a 7
[8/5/2019 23:41:45] /a 7
[8/5/2019 23:43:22] /goto kondek
